Name,Price,Old Price,Discount
"Сок Добрый яблоко-апельсин-мандарин-лимон-лайм, 1л",149.99,,
"Биойогурт Слобода мюсли с яблоко мандарин и орехи обогащенный лактобактериями 5%, 130г",67.99,,
"Йогурт Liberty Yogurt с мандарином куркумой и имбирем 1.5%, 270г",49.99,65.9,24.0
"Батончик фруктово-ореховый Pastilata мандарин с миндалём, 30г",87.99,,
"Оливки Market Collection зелёные без косточки в сладком рассоле с мандарином и специями, 320г",379.99,,
"Средство чистящее Synergetic Мандарин и лемонграсс для кухонных поверхностей гипоаллергенное, 500мл",329.99,,
"Десерт Tutto японский мандарин, 250г",319.99,,
"Кондиционер Detox и контроль жирности Заводной мандарин, 350мл",349.99,,
"Вишня Маркет Перекрёсток без косточки быстрозамороженная, 400г",319.0,,
"Фруктоза Novasweet, 500г",239.99,,
"Облепиха Маркет Перекрёсток быстрозамороженная, 300г",169.9,,
"Напиток безалкогольный Фрутмотив Тропический микс негазированный, 1.5л",89.99,104.99,14.0
"Пюре фруктовое Агуша Мультифрукт с 6 месяцев, 90г",49.99,59.99,17.0
"Напиток безалкогольный Фрутмотив Ягодный микс негазированный, 1.5л",104.99,,
"Пюре фруктовое Агуша Груша с 4 месяцев, 90г",49.99,59.99,17.0
"Напиток безалкогольный Фрутмотив груша негазированный, 1.5л",81.9,,
"Компот ФрутоНяня яблоко-изюм-курага сокосодержащий неосветлённый, 200мл",43.99,,
"Компот ФрутоНяня вишнёво-малиновый сокосодержащий, 200мл",39.99,,
"Компот ФрутоНяня яблочно-клубничный сокосодержащий неосветлённый, 200мл",43.99,,
"Киви, кг",179.9,,
"Манго Зелёная Линия кусочки замороженное, 250г",269.99,,
"Напиток безалкогольный Фрутмотив яблоко негазированный, 1.5л",104.99,,
"Персики Маркет Перекрёсток половинки консервированные в сиропе, 820г",279.0,,
"Пюре фруктовое Агуша Чернослив для детского питания с 4 месяцев, 90г",49.99,59.99,17.0
"Чай Greenfield Гранд Фрут чёрный с ароматом граната в пакетиках, 25х1.5г",144.9,,
"Маракуйя Зелёная Линия кусочки замороженная, 250г",299.0,,
"Кусочки фруктовые ФрутоНяня Фруктовый осьминожка яблоко-черная смородина с 12 месяцев, 16г",67.99,,
"Мусс Лукашинские десерты Экзотик яблочно-манговый, 370г",119.99,154.9,23.0
"Мусс Лукашинские десерты Нежный яблочно-банановый, 370г",119.99,149.9,20.0
"Пюре фруктовое Агуша Яблоко для детского питания с 4 месяцев, 100г",53.99,61.99,13.0
"Батончик ФрутоНяня Злаково-фруктовый яблоко-банан-груша с 12 месяцев, 25г",43.99,,
"Творог фруктовый Агуша Клубника 4%, 80г",44.99,,
"Пюре ФрутоНяня из яблок и персиков со злаками с 6 месяцев, 90г",43.0,63.99,33.0
"Палочки кукурузные ФрутоНяня яблоко-банан с 12 месяцев, 20г",57.99,,
"Пюре ФрутоНяня из яблок и ягод с овсяными хлопьями с 6 месяцев, 90г",63.99,,
"Палочки кукурузные ФрутоНяня яблоко-морковь с 12 месяцев, 20г",53.99,,
"Пюре фруктовое Агуша Яблоко-Малина-Шиповник с 5 месяцев, 90г",49.99,59.99,17.0
"Фруктовая улитка ФрутоНяня яблоко-малина для детского питания, 15г",67.99,,
"Морс Фруктовый Сад Ягодный сбор, 950мл",119.99,,
"Батончик ФрутоНяня яблоко-персик-малина с 12 месяцев, 25г",49.99,,
"Кисель ФрутоНяня овсяный яблоко-манго-персик для питания детей раннего возраста 12мес+, 130г",51.99,,
"Десерт ФрутоНяня Фруктовые кусочки яблоко-клубника с 12 месяцев, 16г",67.99,,
"Морс Агуша Лесные ягоды с 6 месяцев, 200мл",45.99,,
"Морс Чудо-Ягода Ягодный сбор, 970мл",299.99,,
"Морс Агуша Лесные ягоды с 3 лет, 500мл",73.99,,
"Клубника Маркет Перекрёсток быстрозамороженная, 400г",269.99,,
"Йогурт питьевой Чудо Ягодное мороженое 2.4%, 270г",67.99,,
"Напиток сокосодержащий Агуша Садовые ягоды, 300мл",53.99,,
"Черника Маркет Перекрёсток быстрозамороженная, 300г",299.99,,
"Морс Чудо-Ягода Клюквенный, 970мл",299.99,,
"Брусника Маркет Перекрёсток быстрозамороженная, 400г",329.0,,
"Хлебцы рисовые Агуша Ягоды 0.2% с 12 месяцев, 30г",55.99,,
"Напиток кисломолочный Имунеле Лесные Ягоды 1.2%, 100мл",35.99,,
"Смесь ягодная Свой Урожай замороженная, 300г",339.99,,
"Йогурт питьевой Чудо Ягодное мороженое 2.4%, 690г",159.99,,
"Коктейль молочный Чудо Ягодное мороженое 2%, 960г",174.99,,
"Морс Фруктовый Сад Клюква, 950мл",119.99,,
"Коктейль молочный Ягодное мороженое 2%, 900мл",124.99,159.99,22.0
"Морс Чудо-Ягода Брусника, 970мл",299.99,,
"Напиток чайный Greenfield Берри сансет фруктовый лесные ягоды в пакетиках, 25х2г",99.99,154.99,35.0
