Lon,Lat,Cafe,Delivery,Catalog,Pickup
39.736186,43.572352,True,True,True,True
40.2907472,43.6729244,True,True,True,False
39.926853,43.427665,False,True,True,True
39.924006,43.418845,True,True,True,True
41.965176,45.033827,False,True,True,True
41.911528,44.999401,False,True,True,True
41.931785,45.064164,False,True,True,True
42.000372,45.042591,False,True,True,True
43.034198,44.051212,False,True,True,True
42.880568,44.044727,False,True,True,True
42.047318,44.224208,False,True,True,True
30.267314,59.850649,True,True,True,False
37.585808,55.852768,False,True,True,False
37.57351,55.807921,False,True,True,True
30.290176,59.95926,True,True,True,True
30.233744,59.949154,False,False,True,False
30.173548,59.860287,False,True,True,True
30.205923,59.834338,False,True,True,True
30.2101,60.000371,False,True,True,True
30.299034,60.005437,True,True,True,True
30.4597032,59.9143303,False,True,True,True
39.1914871,51.7147381,False,False,True,False
39.702149,54.626297,False,True,True,True
39.557323,52.597154,False,True,True,False
37.83501,51.295636,False,True,True,True
39.272664,51.697198,True,True,True,True
53.2227611,56.8586509,False,True,True,True
52.453267,55.761801,False,True,True,True
50.211683,53.25527,False,False,True,False
49.343075,53.535973,False,True,True,True
49.287883,53.499246,False,True,True,True
46.022183,51.536341,False,True,True,True
46.017737,51.5315,False,False,True,False
50.199969,53.233672,True,True,True,True
50.160677,53.1983,False,True,True,True
50.105853,53.19413,False,False,True,False
50.076451,53.181342,False,False,True,False
50.232416,53.347075,False,False,True,False
56.114719,54.780891,False,True,True,True
55.9015414,53.6225057,False,True,True,True
30.458862,59.922404,False,True,True,True
30.494211,59.940528,False,True,True,True
30.403634,59.836662,False,False,True,False
30.30083,59.999476,False,True,True,True
30.287176,59.967381,True,True,True,True
29.971498,60.09581,False,True,True,True
30.210675,60.006201,True,True,True,True
30.504191,59.834162,False,False,True,False
59.9585376,57.9105206,False,True,True,True
74.474532,62.261728,False,False,True,False
37.941541,55.824091,False,True,True,True
37.721696,55.750398,False,False,True,False
0.0,0.0,False,False,True,False
37.1947719,55.5361496,False,False,True,False
0.0,0.0,False,False,True,False
37.454034,55.589305,False,False,True,False
37.428468,55.655371,False,True,True,True
37.36352,55.605821,False,True,True,True
37.532053,55.966509,False,True,True,True
37.494117,55.93546,True,True,True,True
0.0,0.0,False,False,True,False
37.673421,55.86355,False,True,True,True
37.433526,55.88876,True,True,True,True
0.0,0.0,False,False,True,False
37.71936,55.921148,False,False,True,False
37.446084,55.866268,False,True,True,True
37.581002,55.534928,False,True,True,True
37.594827,55.625399,False,True,True,True
37.763198,55.451967,False,False,True,False
37.767923,55.40431,False,True,True,True
42.717946,43.909265,False,True,True,True
30.397812,60.011536,False,False,True,False
30.632416,60.032133,False,True,True,True
30.473693,59.950956,False,True,True,True
30.34023,60.041867,True,True,True,True
30.402124,60.010807,False,True,True,True
28.775994,60.697772,False,True,True,True
30.345863,60.036776,False,True,True,False
30.439773,59.959683,True,True,True,False
30.4376415,59.9330239,True,False,True,False
30.485892,59.900507,False,True,True,True
30.493357,59.895452,False,True,True,True
30.4835554,59.9240366,True,True,True,True
30.514953,59.910122,False,True,True,True
30.3532806,59.9930086,True,True,True,True
30.2183016,59.9860703,True,True,True,True
30.446807,59.9129326,True,True,True,True
38.973391,45.097793,False,True,True,True
72.631782,61.096102,False,True,True,True
76.579617,60.937234,False,True,True,True
30.22866,60.008432,False,False,True,False
30.49766,59.94605,True,False,True,False
39.7285311,43.5848039,False,True,True,True
40.2593194,43.6839787,False,True,True,True
37.3955532,55.8742139,True,True,True,True
37.407196,55.884964,False,False,True,False
37.7664984,55.4363283,False,True,True,True
55.118668,51.841887,False,True,True,True
35.8968878,56.8346567,True,True,True,True
47.92999,56.627922,False,True,True,True
37.7123286,55.9247118,False,False,True,False
55.956131,53.614723,False,True,True,True
37.78126,44.685364,False,True,True,True
38.0883561,55.6101966,True,True,True,True
30.228875,60.017877,False,False,True,False
37.551528,55.429226,False,False,True,False
37.8027157,55.8114157,True,False,True,False
53.2112241,56.8575024,False,False,True,False
30.220036,59.853265,True,True,True,True
61.279772,55.172116,False,True,True,False
72.8365617,60.7585833,False,False,True,False
60.625556,56.805885,False,True,True,True
39.913451,43.44782,False,True,True,True
37.099963,55.981908,False,False,True,False
30.375031,59.989598,False,True,True,True
49.6471925,58.5985896,False,True,True,True
37.965661,55.833809,False,True,True,True
55.999978,54.749725,False,True,True,True
37.263439,55.615832,False,True,True,True
37.4157642,55.913832,False,True,True,True
41.925937,45.004972,True,True,True,True
40.985302,57.005529,True,True,True,True
56.037689,53.449527,False,False,True,True
30.4702598,59.7403178,True,False,True,False
30.231552,59.952263,True,False,True,False
37.49488,55.867142,True,True,True,True
30.657255,59.90566,False,False,True,False
30.348064,59.911543,True,False,True,False
30.148045,59.582031,True,True,True,True
30.451415,59.900376,False,True,True,True
30.365365,60.04742,True,True,True,True
39.640435,47.192578,False,True,True,True
40.4055715,56.141856,False,False,True,False
37.497198,55.854062,False,True,True,True
37.100107,55.973768,False,True,True,True
50.189926,53.218751,False,False,True,False
37.5696458,55.6563368,False,False,True,False
37.7808983,55.8053867,False,True,True,True
36.192368,51.737934,False,False,True,False
36.13793,51.736965,False,False,True,False
36.1412546,51.6674844,False,False,True,False
36.1734289,51.782007,False,True,True,True
38.923567,45.1160018,False,True,True,True
39.18021,51.717033,False,True,True,True
37.611732,55.62172,False,False,True,False
30.406894,59.975288,True,True,True,True
31.242965,58.531493,True,True,True,True
39.895853,43.478593,True,False,True,False
33.097205,68.888486,True,True,True,True
33.0973127,68.9502763,True,True,True,True
33.109486,68.97682,False,True,True,True
33.0811621,68.9083156,False,True,True,True
33.1005108,68.9681935,True,False,True,False
33.0960456,69.0014333,False,False,True,False
33.0876354,69.0240044,False,True,True,True
33.071255,68.97047,False,True,True,True
33.0263744,68.8811411,True,False,True,True
33.3686756,67.5707818,True,False,True,True
38.0787206,54.8982364,False,False,True,False
52.3924493,55.7306976,True,True,True,True
30.654039,59.932973,False,True,True,True
34.3223208,61.7824885,False,True,True,True
49.297035,53.533142,False,True,True,True
37.9857754,55.7459414,False,True,True,True
36.685214,55.9162296,False,False,True,False
44.5020117,48.6971133,True,True,True,True
37.5147899,55.7508974,False,True,True,True
30.248216,60.032357,False,True,True,True
32.0617718,54.7653022,False,False,True,False
37.639931,55.535208,True,True,True,True
30.487509,59.949361,False,True,True,True
30.214817,59.854242,False,True,True,True
72.616313,61.077849,True,False,True,False
30.091891,59.745594,False,True,True,True
28.60775,59.376404,False,True,True,True
44.518547,48.745068,True,True,True,True
44.509465,48.704279,False,True,True,True
37.583598,55.735941,True,False,True,False
37.692788,55.547621,False,True,True,True
39.893921,43.485547,False,True,True,True
30.315877,59.935836,True,False,True,False
30.309005,59.926896,True,False,True,False
50.167998,53.2246,True,True,True,True
50.263004,53.22057,True,True,True,True
50.220585,53.248745,True,True,True,True
50.106868,53.195096,True,True,True,True
37.199852,56.00883,False,True,True,True
34.417019,53.215122,False,False,True,False
37.59913,55.594611,False,True,True,True
39.734371,54.623925,False,True,True,True
37.497468,55.823211,True,True,True,True
37.822092,55.923887,False,False,True,False
37.525468,55.778426,False,True,True,True
37.467383,55.79764,False,True,True,True
37.430094,54.922669,True,True,True,True
37.602139,55.863166,True,True,True,False
37.63712,54.193544,True,False,True,False
30.26416,59.880028,True,True,True,True
37.565192,55.565086,False,True,True,True
30.237454,60.005886,False,False,True,False
30.251549,60.013096,False,False,True,False
37.697612,55.730912,False,False,False,False
37.729943,55.809095,True,True,True,True
37.640973,55.731622,True,True,True,True
37.73138,55.603676,False,True,True,True
37.545932,55.774274,True,True,True,True
37.920871,55.70494,True,False,True,False
37.65797,55.60272,False,True,True,True
37.635063,55.780704,False,True,True,False
37.470419,55.676316,False,True,True,False
37.521309,55.645476,False,True,True,False
37.585583,55.858129,False,True,True,False
36.989839,55.810319,False,False,True,False
50.1507068,53.1955065,False,False,True,False
30.3484377,59.8317678,True,False,True,False
44.045809,56.275934,False,True,True,True
56.227629,58.011566,True,False,True,False
