Должность,Мин З/П,Макс З/П,Адрес
Продавец-кассир,40900,44250,"117405, г Москва, ул Кирпичные Выемки, влд 2"
Продавец-кассир,40973,44251,"108811, г Москва, км Киевское шоссе 22-й (п Московский), д 4А"
Продавец-кассир,40900,44250,"117403, г Москва, Булатниковский проезд, влд 14Б"
Продавец-кассир,40973,44251,"125413, г Москва, ул Солнечногорская, д 23"
Продавец-кассир,40900,44250,"111674, г Москва, ул 1-я Вольская, д 1"
Продавец-кассир,40900,44250,"109156, г Москва, Жулебинский б-р, д 30"
Продавец-кассир,40973,44251,"127560, г Москва, ул Конёнкова, д 14"
Продавец-кассир,40900,44250,"111673, г Москва, ул Новокосинская, д 11А"
Продавец-кассир,40900,44200,"109144, г Москва, Новочеркасский б-р, д 44"
Продавец-кассир,40973,44251,"127349, г Москва, ул Мурановская, д 7"
Продавец-кассир,40973,44251,"127287, г Москва, Петровско-Разумовский проезд, д 24"
Продавец-кассир,40900,44250,"111539, г Москва, ул Старый Гай, д 9"
Продавец-кассир,40973,44251,"121354, г Москва, ул Гришина, д 9"
